# Papervale Trees — AI-Readable Product Catalogue
# Northern Ireland's first UKISG Certified tree nursery
# 48 Old Newry Road, Rathfriland, Co. Down, BT34 5BQ
# Tel: 028 3085 0059 | Email: info@papervaletrees.com
# Delivering throughout the UK & Ireland | 2-3 Day Tracked Delivery
# EU Plant Passport: UK/NI 8943 | VAT Reg No. 326849373
# Last updated: June 2026

## About
Papervale Trees is Northern Ireland's first UKISG Certified tree nursery, supplying over 300 varieties
of home-grown, fully traceable trees to home gardeners, landscape architects, and commercial contractors
across the UK and Ireland. Container-grown stock available all year round. Bareroot/rootball November–March.

## Shop
URL: https://www.papervaletrees.com/shop.html
Availability list: https://www.papervaletrees.com/availability.html

## Product Catalogue (758 lines, 430 species pages)
Format: Code | Latin Name | Common Name | Pot Size | Height | Price (inc. VAT) | Stock
  11816 | CEDRUS deodara | Deodar Cedar | 5Ltr | 75-100cm | £31.50 | Stock: 29
  15775 | CEDRUS libani | Cedar of Lebanon | 3Ltr | 50-75cm | £25.50 | Stock: 20
  12346 | CEDRUS libani | Cedar of Lebanon | 5Ltr | 60-90cm | £31.50 | Stock: 9

### CELTIS
  11123 | CELTIS occidentalis | Hackberry | 5Ltr | 150-200cm | £34.50 | Stock: 1
  10112 | CELTIS sinensis | Chinese Hackberry | 12Ltr | 175-200cm | £60.00 | Stock: 1

### CERCIDIPHYLLUM
  16107 | CERCIDIPHYLLUM japonicum | Katsura | 3Ltr | 90-120cm | £25.50 | Stock: 33
  10591 | CERCIDIPHYLLUM japonicum | Katsura | 20Ltr | 300-350cm | £135.00 | Stock: 15
  11672 | CERCIDIPHYLLUM japonicum | Katsura | 25Ltr | 250-300cm | £140.00 | Stock: 10

### CERCIS
  11716 | CERCIS siliquastrum | Judas Tree | 1Ltr | 20-40cm | £6.50 | Stock: 48
  1077 | CERCIS siliquastrum | Judas Tree | 5Ltr | 75-100cm | £28.50 | Stock: 12

### CHITALPA
  15776 | CHITALPA tashkentensis 'Pink Dawn' | Summer Bells Desert Willow | 3Ltr | 60-90cm | £24.00 | Stock: 20
  10888 | CHITALPA tashkentensis 'Pink Dawn' | Summer Bells Desert Willow | 45Ltr | 200-300cm | £230.00 | Stock: 4

### CLADRASTIS
  1293 | CLADRASTIS kentukea | Kentucky Yellow-Wood | 5Ltr | 140-160cm | £37.50 | Stock: 8
  10116 | CLADRASTIS kentukea | Kentucky Yellow-Wood | 7.5Ltr | 150-175cm | £45.00 | Stock: 8

### CORDYLINE
  16317 | CORDYLINE australis | Cordyline | 5Ltr | 75-100cm | £25.50 | Stock: 25

### CORNUS
  16280 | CORNUS controversa | Wedding Cake Tree | 35Ltr | 200-250cm | £170.00 | Stock: 1
  11697 | CORNUS controversa 'Variegata' | Wedding Cake Tree | 7.5Ltr | 30-50cm | £34.50 | Stock: 2
  12854 | CORNUS controversa 'Variegata' | Wedding Cake Tree | 3Ltr | 60-80cm | £34.50 | Stock: 1
  16212 | CORNUS florida | Flowering Dogwood | 3Ltr | 60-90cm | £24.00 | Stock: 45
  12459 | CORNUS florida 'Cherokee Chief' | Flowering Dogwood | 5Ltr | 30-50cm | £28.50 | Stock: 7
  13229 | CORNUS kousa 'Milky Way' | Chinese Dogwood | 25Ltr | 100-125cm | £95.00 | Stock: 2
  15777 | CORNUS kousa 'China Girl' | Flowering Dogwood | 3Ltr | 60-80cm | £31.50 | Stock: 21
  12454 | CORNUS kousa 'China Girl' | Flowering Dogwood | 25Ltr | 100-125cm | £95.00 | Stock: 4
  15778 | CORNUS kousa chinensis | Chinese Dogwood | 3Ltr | 75-100cm | £25.50 | Stock: 30
  12523 | CORNUS kousa chinensis | Chinese Dogwood | 3Ltr | 100-125cm | £28.50 | Stock: 36
  16064 | CORNUS kousa 'Satomi' | Flowering Dogwood | 3Ltr | 60-90cm | £25.50 | Stock: 17
  12855 | CORNUS kousa 'White Giant' | Dogwood | 5Ltr | 125-150cm | £37.50 | Stock: 10
  16283 | CORNUS mas | Cornealian Cherry [bush] | 12Ltr | 200-250cm | £65.00 | Stock: 25
  10831 | CORNUS mas | Cornealian Cherry [bush] | 25Ltr | 150-200cm | £75.00 | Stock: 5
  16291 | CORNUS mas | Cornelian Cherry [m/s] | 3Ltr | 90-120cm | £25.50 | Stock: 30
  12339 | CORNUS wilsoniana | Wilson's dogwood | 45Ltr | 175-200cm | £135.00 | Stock: 2

### CORYLUS
  11762 | CORYLUS avellana | Hazel [m/s] | 90Ltr | 250-300cm | £225.00 | Stock: 9
  1130 | CORYLUS avellana 'Contorta' | Contorted Hazel | 3Ltr | 50-75cm | £24.00 | Stock: 3
  11695 | CORYLUS colurna | Turkish Hazel | 2Ltr | 90-120cm | £18.00 | Stock: 8
  11597 | CORYLUS colurna | Turkish Hazel | 20Ltr | 250-300cm | £90.00 | Stock: 9

### COTONEASTER
  13047 | COTONEASTER watereri 'Cornubia' | Cotoneaster | 3Ltr | 100-125cm | £28.50 | Stock: 4
  12588 | COTONEASTER watereri 'Cornubia' | Cotoneaster | 5Ltr | 175-200cm | £34.50 | Stock: 17
  11844 | COTONEASTER watereri 'Cornubia' | Cotoneaster | 12Ltr | 175-200cm | £48.00 | Stock: 18
  14453 | COTONEASTER watereri 'Cornubia' | Cotoneaster | 12Ltr | 250-300cm | £85.00 | Stock: 2

### CRATAEGUS
  15781 | CRATAEGUS 'Paul's Scarlet' | Midland Hawthorn | 5Ltr | 125-150cm | £34.50 | Stock: 18
  10920 | CRATAEGUS 'Paul's Scarlet' | Midland Hawthorn | 5Ltr | 250-300cm | £48.00 | Stock: 1
  10921 | CRATAEGUS 'Paul's Scarlet' | Midland Hawthorn | 12Ltr | 250-300cm | £70.00 | Stock: 2
  15780 | CRATAEGUS laevigata 'Crimson Cloud' | Midland Hawthorn | 5Ltr | 120-140cm | £34.50 | Stock: 19
  12379 | CRATAEGUS laevigata 'Crimson Cloud' | Midland Hawthorn | 5Ltr | 140-160cm | £37.50 | Stock: 8
  11692 | CRATAEGUS laevigata 'Crimson Cloud' | Midland Hawthorn | 12Ltr | 200-250cm | £65.00 | Stock: 4
  15782 | CRATAEGUS laevigata 'Rosea Flore Pleno' | English Hawthorn | 5Ltr | 120-140cm | £34.50 | Stock: 19
  12381 | CRATAEGUS laevigata 'Rosea Flore Pleno' | English Hawthorn | 5Ltr | 150-175cm | £37.50 | Stock: 9
  15649 | CRATAEGUS laevigata 'Rosea Flore Pleno' | English Hawthorn | 12Ltr | 200-250cm | £55.00 | Stock: 2
  1315 | CRATAEGUS laevigata 'Rosea Flore Pleno' | English Hawthorn | 12Ltr | 300-350cm | £75.00 | Stock: 6
  13191 | CRATAEGUS monogyna | Hawthorn [m/s] | 12Ltr | 60-90cm | £28.50 | Stock: 2
  11302 | CRATAEGUS monogyna | Hawthorn [m/s] | 110Ltr | 200-250cm | £240.00 | Stock: 1
  12856 | CRATAEGUS mordenensis 'Toba' | Hawthorn Tree | 5Ltr | 100-125cm | £31.50 | Stock: 1
  15650 | CRATAEGUS mordenensis 'Toba' | Hawthorn Tree | 20Ltr | 300-350cm | £85.00 | Stock: 3

### CRATEAGUS
  12182 | CRATEAGUS monogyna 'Stricta' | Hawthorn | 25Ltr | 300-350cm | £130.00 | Stock: 2
  14012 | CRATEAGUS monogyna 'Stricta' | Hawthorn | 25Ltr | 300-350cm | £150.00 | Stock: 3

### CUPRESSUS
  16244 | CUPRESSUS macrocarpa | Monterey Cypress | 3Ltr | 25-50cm | £24.00 | Stock: 14
  11627 | CUPRESSUS macrocarpa | Monterey Cypress | 20Ltr | 200-250cm | £75.00 | Stock: 17
  12533 | CUPRESSUS sempervirens 'Stricta' | Italian Cypress | 3Ltr | 60-80cm | £28.50 | Stock: 6

### CYDONIA
  16152 | CYDONIA oblonga 'Vranja' | Edible Quince | 12Ltr | 150-200cm | £37.50 | Stock: 5

### DAVIDIA
  11248 | DAVIDIA involucrata | Handkerchief Tree | 3Ltr | 90-120cm | £28.50 | Stock: 18
  11648 | DAVIDIA involucrata | Handkerchief Tree | 7.5Ltr | 200-250cm | £75.00 | Stock: 9
  15640 | DAVIDIA involucrata | Handkerchief Tree | 12Ltr | 200-250cm | £80.00 | Stock: 3

### ELAEAGNUS
  13264 | ELAEAGNUS x ebbingei | Elaeagnus | 7.5Ltr | 175-200cm | £42.00 | Stock: 9
  16206 | ELAEAGNUS x ebbingei | Elaeagnus [pleached] | 50Ltr | 1.8mx1.2mx1m | £450.00 | Stock: 10

### EUCALYPTUS
  11146 | EUCALYPTUS dalrympleana | Mountain Gum | 20Ltr | 200-250cm | £90.00 | Stock: 9
  16230 | EUCALYPTUS gunnii | Cider Gum | 7.5Ltr | 90-120cm | £37.50 | Stock: 43
  16066 | EUCALYPTUS gunnii 'France Bleu' | Cider Gum | 3Ltr | 90-120cm | £22.50 | Stock: 19
  11150 | EUCALYPTUS moorei | Narrow-leaved Sally | 12Ltr | 225-250cm | £65.00 | Stock: 4
  11148 | EUCALYPTUS perriniana | Spinning Gum | 12Ltr | 200-250cm | £65.00 | Stock: 19

### EUONYMUS
  11845 | EUONYMUS europaeus 'Red Cascade' | Spindleberry | 3Ltr | 150-175cm | £28.50 | Stock: 16

### FAGUS
  11797 | FAGUS syl. 'Purpurea Pendula' | Weeping Purple Beech | 3Ltr | 50-75cm | £28.50 | Stock: 6
  1331 | FAGUS syl. 'Asplenifolia' | Fern Leaved Beech | 3Ltr | 75-100cm | £31.50 | Stock: 33
  14004 | FAGUS syl. 'Asplenifolia' | Fern Leaved Beech | 5Ltr | 90-120cm | £37.50 | Stock: 1
  12050 | FAGUS syl. 'Atropunicea' | Copper Beech | 2Ltr | 50-75cm | £18.00 | Stock: 22
  10769 | FAGUS syl. 'Dawyck Gold' | Golden Upright Beech | 3Ltr | 75-100cm | £25.50 | Stock: 11
  11580 | FAGUS syl. 'Dawyck Gold' | Golden Upright Beech | 90Ltr | 500-550cm | £460.00 | Stock: 1
  16067 | FAGUS syl. 'Dawyck Green' | Upright Green Beech | 3Ltr | 60-90cm | £28.50 | Stock: 12
  16402 | FAGUS syl. 'Dawyck Green' | Upright Green Beech | 5Ltr | 150-175cm | £37.50 | Stock: 1
  14441 | FAGUS syl. 'Dawyck Green' | Upright Green Beech | 12Ltr | 250-300cm | £125.00 | Stock: 3
  11188 | FAGUS syl. 'Dawyck Green' | Upright Green Beech | 160Ltr | 600-700cm | £695.00 | Stock: 1
  14002 | FAGUS syl. 'Dawyck Purple' | Upright Purple Beech | 3Ltr | 90-120cm | £28.50 | Stock: 8
  10772 | FAGUS syl. 'Dawyck Purple' | Upright Purple Beech | 5Ltr | 75-100cm | £31.50 | Stock: 2
  10771 | FAGUS syl. 'Dawyck Purple' | Upright Purple Beech | 7.5Ltr | 150-175cm | £48.00 | Stock: 3
  14440 | FAGUS syl. 'Dawyck Purple' | Upright Purple Beech | 12Ltr | 250-300cm | £80.00 | Stock: 1
  1110 | FAGUS syl. 'Rohan Obelisk' | Upright Rohan Beech | 20Ltr | 250-300cm | £195.00 | Stock: 1
  11249 | FAGUS syl. 'Tricolor' | Variegated Beech | 5Ltr | 90-120cm | £34.50 | Stock: 1
  16304 | FAGUS sylvatica | Beech | 2Ltr | 60-90cm | £18.00 | Stock: 180
  11088 | FAGUS sylvatica | Beech | 20Ltr | 125-150cm | £48.00 | Stock: 1
  16201 | FAGUS sylvatica | Beech | 20Ltr | 200-250cm | £65.00 | Stock: 32
  16205 | FAGUS sylvatica | Beech | 25Ltr | 250-300cm | £115.00 | Stock: 2
  11452 | FAGUS sylvatica | Beech [feathered] | 130Ltr | 400-500cm | £470.00 | Stock: 1

### FARGESIA
  12334 | FARGESIA robusta formidable | Mountain Bamboo | 5Ltr | 60-90cm | £31.50 | Stock: 18

### FICUS
  12503 | FICUS 'Brown Turkey' | Fig | 3Ltr | 60-90cm | £18.50 | Stock: 18
  15785 | FICUS 'Brown Turkey' | Fig | 3Ltr | 30-50cm | £24.00 | Stock: 21

### FRAXINUS
  16069 | FRAXINUS angustifolia 'Raywood' | Claret Ash | 3Ltr | 100-125cm | £28.50 | Stock: 15

### GINKGO
  10857 | GINKGO biloba | Maidenhair Tree | 3Ltr | 90-120cm | £25.50 | Stock: 6
  13276 | GINKGO biloba | Maidenhair Tree | 3Ltr | 40-60cm | £25.50 | Stock: 35
  16189 | GINKGO biloba | Maidenhair Tree | 5Ltr | 125-150cm | £34.50 | Stock: 22
  10859 | GINKGO biloba | Maidenhair Tree | 7.5Ltr | 125-150cm | £37.50 | Stock: 3
  10861 | GINKGO biloba | Maidenhair Tree | 35Ltr | 250-300cm | £170.00 | Stock: 2
  10860 | GINKGO biloba | Maidenhair Tree | 180Ltr | 500-600cm | £650.00 | Stock: 1
  11775 | GINKGO biloba 'Blagon' | Maidenhair Tree | 3Ltr | 75-100cm | £28.50 | Stock: 21
  16188 | GINKGO biloba 'Brivingtetun' | Maidenhair Tree | 3Ltr | 60-90cm | £28.50 | Stock: 15
  11623 | GINKGO biloba 'Menhir' | Maidenhair Tree | 3Ltr | 60-90cm | £28.50 | Stock: 8
  12383 | GINKGO biloba 'Princeton Sentry' | Maidenhair Tree | 3Ltr | 75-100cm | £25.50 | Stock: 28
  1351 | GINKGO biloba 'Princeton Sentry' | Maidenhair Tree | 5Ltr | 75-100cm | £34.50 | Stock: 4

### GLEDITSIA
  16070 | GLEDITSIA triacanthos 'Sunburst' | Honey Locust | 2Ltr | 75-100cm | £28.50 | Stock: 9
  12350 | GLEDITSIA triacanthos 'Sunburst' | Honey Locust | 20Ltr | 250-300cm | £75.00 | Stock: 21

### HALESIA
  15786 | HALESIA carolina | Snowdrop Tree | 3Ltr | 40-60cm | £24.00 | Stock: 7
  11846 | HALESIA carolina | Snowdrop Tree | 3Ltr | 100-125cm | £28.50 | Stock: 6
  12341 | HALESIA carolina | Snowdrop Tree | 35Ltr | 200-250cm | £195.00 | Stock: 4

### HAMAMELIS
  13266 | HAMAMELIS x intermedia 'Diane' | Witch Hazel | 3Ltr | 90-120cm | £28.50 | Stock: 4

### HEPTACODIUM
  16218 | HEPTACODIUM miconioides | Seven Son Flower | 3Ltr | 75-100cm | £28.50 | Stock: 35
  16231 | HEPTACODIUM miconioides | Seven Son Flower | 5Ltr | 125-150cm | £45.00 | Stock: 14
  15668 | HEPTACODIUM miconioides | Seven Son Flower | 35Ltr | 250-300cm | £185.00 | Stock: 2

### HIBISCUS
  1359 | HIBISCUS syriacus 'Hamabo' | Tree Hollyhock | 3Ltr | 75-100cm | £25.50 | Stock: 5
  13190 | HIBISCUS syriacus 'Hamabo' | Tree Hollyhock | 25Ltr | 160-180cm | £75.00 | Stock: 1

### ILEX
  11703 | ILEX aquifolium | Holly [caned] | 12Ltr | 150-200cm | £55.00 | Stock: 7
  15788 | ILEX aquifolium 'Alaska' | Holly | 3Ltr | 40-60cm | £22.50 | Stock: 17
  10843 | ILEX aquifolium 'Alaska' | Holly | 3Ltr | 75-100cm | £25.50 | Stock: 61
  11489 | ILEX 'Golden King' | Variegated Holly | 7.5Ltr | 175-200cm | £75.00 | Stock: 3
  10841 | ILEX 'Nellie R. Stevens' | Holly | 3Ltr | 60-90cm | £18.00 | Stock: 2

### JUGLANS
  10701 | JUGLANS nigra | Black Walnut | 3Ltr | 100-125cm | £31.50 | Stock: 1
  15789 | JUGLANS nigra | Black Walnut | 5Ltr | 100-125cm | £31.50 | Stock: 25
  14427 | JUGLANS nigra | Black Walnut | 20Ltr | 250-300cm | £85.00 | Stock: 5
  15790 | JUGLANS regia | Walnut | 5Ltr | 100-125cm | £31.50 | Stock: 37
  11137 | JUGLANS regia | Walnut | 7.5Ltr | 150-200cm | £55.00 | Stock: 5

### JUNIPERUS
  15791 | JUNIPERUS scopulorum 'Blue Arrow' | Rocky Mountain Juniper | 3Ltr | 30-50cm | £22.50 | Stock: 21
  12384 | JUNIPERUS scopulorum 'Blue Arrow' | Rocky Mountain Juniper | 3Ltr | 60-80cm | £24.00 | Stock: 16
  11089 | JUNIPERUS scopulorum 'Skyrocket' | Rocky Mountain Juniper | 50Ltr | 250-300cm | £145.00 | Stock: 3
  10332 | JUNIPERUS 'Wichita Blue' | Rocky Mountain Juniper | 50Ltr | 300-350cm | £285.00 | Stock: 1

### KOELREUTERIA
  15792 | KOELREUTERIA paniculata | Pride of India | 3Ltr | 40-60cm | £24.00 | Stock: 22
  1371 | KOELREUTERIA paniculata | Pride of India | 12Ltr | 200-250cm | £60.00 | Stock: 3

### LABURNUM
  11069 | LABURNUM x watereri 'Vossii' | Laburnum | 20Ltr | 250-300cm | £155.00 | Stock: 1

### LAGERSTROEMIA
  11869 | LAGERSTROEMIA indica 'Rosea' | Crape Myrtle | 7.5Ltr | 140-160cm | £48.00 | Stock: 2

### LARIX
  12351 | LARIX decidua | European Larch | 3Ltr | 90-120cm | £25.50 | Stock: 9
  16214 | LARIX decidua | European Larch | 5Ltr | 90-120cm | £28.50 | Stock: 24
  16216 | LARIX kaempferi | Japanese Larch | 5Ltr | 90-120cm | £28.50 | Stock: 25
  12541 | LARIX kaempferi | Japanese Larch | 5Ltr | 120-140cm | £31.50 | Stock: 12
  10734 | LARIX kaempferi | Japanese Larch | 20Ltr | 200-250cm | £75.00 | Stock: 2

### LAURUS
  11045 | LAURUS nobilis | Bay | 3Ltr | 120-140cm | £28.50 | Stock: 9
  11043 | LAURUS nobilis | Bay | 7.5Ltr | 175-200cm | £37.50 | Stock: 12

### LIQUIDAMBAR
  13954 | LIQUIDAMBAR styraciflua | Sweet Gum | 35Ltr | 250-300cm | £145.00 | Stock: 1
  13955 | LIQUIDAMBAR styraciflua | Sweet Gum | 35Ltr | 300-350cm | £165.00 | Stock: 1
  12507 | LIQUIDAMBAR styraciflua 'Lane Roberts' | Sweet Gum | 5Ltr | 200-250cm | £45.00 | Stock: 8
  16306 | LIQUIDAMBAR styraciflua 'Slender Silhouette' | Upright Sweet Gum | 3Ltr | 90-120cm | £28.50 | Stock: 22
  11166 | LIQUIDAMBAR styraciflua 'Slender Silhouette' | Upright Sweet Gum | 12Ltr | 150-175cm | £70.00 | Stock: 1
  16259 | LIQUIDAMBAR styraciflua 'Worplesdon' | Sweet Gum | 5Ltr | 125-150cm | £34.50 | Stock: 31
  11541 | LIQUIDAMBAR styraciflua 'Worplesdon' | Sweet Gum | 20Ltr | 300-350cm | £140.00 | Stock: 1

### LIRIODENDRON
  16234 | LIRIODENDRON tulipifera | Tulip Tree | 3Ltr | 100-125cm | £25.50 | Stock: 51
  11095 | LIRIODENDRON tulipifera | Tulip Tree | 5Ltr | 200-250cm | £45.00 | Stock: 5
  11096 | LIRIODENDRON tulipifera | Tulip Tree | 35Ltr | 150-200cm | £110.00 | Stock: 1
  15685 | LIRIODENDRON tulipifera | Tulip Tree | 35Ltr | 250-300cm | £135.00 | Stock: 5
  14000 | LIRIODENDRON tulipifera | Tulip Tree | 35Ltr | 400-450cm | £195.00 | Stock: 2
  15794 | LIRIODENDRON tulipifera 'Aureomarginatum' | Variegated Tulip Tree | 3Ltr | 90-120cm | £28.50 | Stock: 12
  12385 | LIRIODENDRON tulipifera 'Aureomarginatum' | Variegated Tulip Tree | 7.5Ltr | 150-175cm | £55.00 | Stock: 2
  16073 | LIRIODENDRON tulipifera 'Fastigiatum' | Columnar Tulip Tree | 3Ltr | 75-100cm | £28.50 | Stock: 12

### MAGNOLIA
  16071 | MAGNOLIA 'Galaxy' | Magnolia | 5Ltr | 90-120cm | £34.50 | Stock: 16
  13957 | MAGNOLIA 'Galaxy' | Magnolia [standard] | 35Ltr | 250-300cm | £145.00 | Stock: 1
  10140 | MAGNOLIA grandiflora | Evergreen Magnolia | 3Ltr | 90-120cm | £34.50 | Stock: 42
  10833 | MAGNOLIA kobus | Northern Japanese Magnolia | 3Ltr | 150-175cm | £25.50 | Stock: 2
  10476 | MAGNOLIA 'Star Wars' | Magnolia | 12Ltr | 175-200cm | £65.00 | Stock: 9
  1043 | MAGNOLIA stellata | Star Magnolia [m/s] | 3Ltr | 90-120cm | £25.50 | Stock: 35
  15797 | MAGNOLIA 'Susan' | Magnolia | 5Ltr | 120-140cm | £34.50 | Stock: 25
  11658 | MAGNOLIA 'Susan' | Magnolia | 5Ltr | 100-125cm | £36.00 | Stock: 6
  11651 | MAGNOLIA x loebneri 'Leonard Messel' | Magnolia | 5Ltr | 150-200cm | £42.00 | Stock: 7
  10702 | MAGNOLIA 'Yellow Bird' | Magnolia | 3Ltr | 75-100cm | £28.50 | Stock: 5

### MALUS
  12307 | MALUS 'Prairie Fire' | Crab Apple | 3Ltr | 125-150cm | £25.50 | Stock: 27
  11794 | MALUS 'Prairie Fire' | Crab Apple | 12Ltr | 175-200cm | £65.00 | Stock: 5
  12387 | MALUS baccata 'Columnaris Red' | Columnar Crabapple | 5Ltr | 90-120cm | £28.50 | Stock: 7
  10142 | MALUS 'Crimson Brilliant' | Flowering Crab Apple | 12Ltr | 175-200cm | £48.00 | Stock: 15
  16030 | MALUS domestica 'Beauty of Bath' | Apple | 12Ltr | 150-200cm | £37.50 | Stock: 2
  16278 | MALUS domestica 'Beauty of Bath' | Apple | 20Ltr | 200-250cm | £65.00 | Stock: 9
  16113 | MALUS domestica 'Braeburn' | Apple | 20Ltr | 200-250cm | £65.00 | Stock: 3
  16158 | MALUS domestica 'Bramley's Seedling' | Apple | 12Ltr | 150-200cm | £37.50 | Stock: 14
  16128 | MALUS domestica 'Charles Ross' | Apple | 12Ltr | 150-200cm | £37.50 | Stock: 5
  16159 | MALUS domestica 'Cox's Orange Pippin' | Apple | 12Ltr | 150-200cm | £37.50 | Stock: 6
  16130 | MALUS domestica 'Ellison's Orange' | Apple | 12Ltr | 150-200cm | £37.50 | Stock: 5
  16161 | MALUS domestica 'Elstar' | Apple | 12Ltr | 150-200cm | £37.50 | Stock: 6
  10147 | MALUS domestica 'Elstar' | Apple | 20Ltr | 200-250cm | £55.00 | Stock: 4
  16041 | MALUS domestica 'Greensleeves' | Apple | 12Ltr | 150-200cm | £37.50 | Stock: 2
  16042 | MALUS domestica 'Howgate Wonder' | Apple | 12Ltr | 150-200cm | £37.50 | Stock: 5
  11724 | MALUS domestica 'Howgate Wonder' | Apple | 20Ltr | 200-250cm | £55.00 | Stock: 2
  16045 | MALUS domestica 'James Grieve' | Apple | 12Ltr | 150-200cm | £37.50 | Stock: 5
  16164 | MALUS domestica 'Jonagold' | Apple | 12Ltr | 150-200cm | £37.50 | Stock: 8
  16165 | MALUS domestica Katja | Katy Apple | 12Ltr | 150-200cm | £37.50 | Stock: 6
  16091 | MALUS domestica 'Laxton's Superb' | Apple | 12Ltr | 150-200cm | £37.50 | Stock: 5
  10150 | MALUS domestica 'Laxton's Superb' | Apple | 20Ltr | 200-250cm | £55.00 | Stock: 1
  16167 | MALUS domestica 'Red Devil' | Apple | 12Ltr | 150-200cm | £37.50 | Stock: 6
  16168 | MALUS domestica 'Rode Jonathan' | Red Apple | 12Ltr | 150-200cm | £37.50 | Stock: 9
  16181 | MALUS domestica 'Scrumptious' | Apple | 12Ltr | 150-200cm | £37.50 | Stock: 5
  16169 | MALUS domestica 'Spartan' | Apple | 12Ltr | 150-200cm | £37.50 | Stock: 3
  11731 | MALUS domestica 'Spartan' | Apple | 20Ltr | 200-250cm | £55.00 | Stock: 2
  16132 | MALUS domestica 'Summerred' | Apple | 12Ltr | 150-200cm | £37.50 | Stock: 5
  16134 | MALUS domestica 'Worcester Pearmain' | Apple | 12Ltr | 150-200cm | £37.50 | Stock: 7
  12534 | MALUS 'Evereste' | Flowering Crab Apple | 3Ltr | 140-160cm | £28.50 | Stock: 7
  13040 | MALUS 'Evereste' | Flowering Crab Apple | 5Ltr | 120-140cm | £34.50 | Stock: 24
  14390 | MALUS 'Evereste' | Flowering Crab Apple | 20Ltr | 200-250cm | £70.00 | Stock: 1
  15725 | MALUS 'Evereste' | Flowering Crab Apple | 25Ltr | 300-350cm | £135.00 | Stock: 1
  13958 | MALUS 'Evereste' | Flowering Crab Apple | 35Ltr | 300-350cm | £165.00 | Stock: 1
  12295 | MALUS 'Evereste' | Flowering Crab Apple | 90Ltr | 300-350cm | £280.00 | Stock: 1
  13041 | MALUS 'Golden Hornet' | Flowering Crab Apple | 5Ltr | 125-150cm | £34.50 | Stock: 11
  10163 | MALUS 'Golden Hornet' | Flowering Crab Apple | 20Ltr | 200-250cm | £65.00 | Stock: 2
  11255 | MALUS 'John Downie' | Flowering Crab Apple | 5Ltr | 150-175cm | £36.00 | Stock: 1
  11689 | MALUS 'John Downie' | Flowering Crab Apple | 20Ltr | 250-300cm | £125.00 | Stock: 9
  11600 | MALUS 'John Downie' | Flowering Crab Apple | 35Ltr | 300-350cm | £145.00 | Stock: 18
  1398 | MALUS 'Profusion' | Flowering Crab Apple | 5Ltr | 175-200cm | £34.50 | Stock: 10
  12355 | MALUS 'Red Sentinel' | Flowering Crab Apple | 12Ltr | 200-225cm | £55.00 | Stock: 9
  14391 | MALUS 'Red Sentinel' | Flowering Crab Apple | 20Ltr | 250-300cm | £75.00 | Stock: 3
  11533 | MALUS 'Red Sentinel' | Flowering Crab Apple | 25Ltr | 250-300cm | £115.00 | Stock: 5
  13200 | MALUS 'Red Sentinel' | Flowering Crab Apple | 35Ltr | 400-450cm | £185.00 | Stock: 1
  12294 | MALUS 'Red Sentinel' | Flowering Crab Apple | 90Ltr | 300-350cm | £260.00 | Stock: 1
  11822 | MALUS 'Royalty' | Flowering Crab Apple | 20Ltr | 250-300cm | £125.00 | Stock: 2
  13042 | MALUS 'Rudolph' | Flowering Crab Apple | 2Ltr | 100-125cm | £22.50 | Stock: 12
  11847 | MALUS 'Rudolph' | Flowering Crab Apple | 7.5Ltr | 175-200cm | £45.00 | Stock: 12
  11256 | MALUS 'Rudolph' | Flowering Crab Apple | 12Ltr | 200-225cm | £65.00 | Stock: 2
  11691 | MALUS 'Rudolph' | Flowering Crab Apple | 20Ltr | 250-300cm | £125.00 | Stock: 10
  11347 | MALUS sylvestris | Apple | 12Ltr | 250-300cm | £55.00 | Stock: 4
  10928 | MALUS trilobata | Flowering Crab | 5Ltr | 125-150cm | £37.50 | Stock: 2
  13959 | MALUS trilobata | Flowering Crab | 35Ltr | 350-400cm | £180.00 | Stock: 1
  1407 | MALUS trilobata | Flowering Crab | 35Ltr | 300-350cm | £235.00 | Stock: 1

### MESPILUS
  1081 | MESPILUS germanica | Medlar | 3Ltr | 100-125cm | £28.50 | Stock: 12

### METASEQUOIA
  11629 | METASEQUOIA glytostroboides | Dawn Redwood | 20Ltr | 175-200cm | £65.00 | Stock: 5
  11594 | METASEQUOIA glytostroboides | Dawn Redwood | 12Ltr | 250-300cm | £90.00 | Stock: 6
  15740 | METASEQUOIA glytostroboides | Dawn Redwood | 35Ltr | 300-350cm | £180.00 | Stock: 1
  10848 | METASEQUOIA glytostroboides | Dawn Redwood | 130Ltr | 500-600cm | £650.00 | Stock: 2

### MORUS
  12356 | MORUS alba | White Mulberry | 3Ltr | 90-120cm | £18.00 | Stock: 25
  15798 | MORUS alba | White Mulberry | 3Ltr | 75-100cm | £24.00 | Stock: 60
  16075 | MORUS kagayamae | Japanese Mulberry | 5Ltr | 140-160cm | £37.50 | Stock: 17
  15799 | MORUS nigra | Black Mulberry | 3Ltr | 75-100cm | £24.00 | Stock: 24

### NOTHOFAGUS
  16254 | NOTHOFAGUS antarctica | Antarctic Beech | 3Ltr | 75-100cm | £28.50 | Stock: 29
  11799 | NOTHOFAGUS procera | Beech | 2Ltr | 60-90cm | £16.50 | Stock: 2

### NYSSA
  1111 | NYSSA sylvatica | Tupelo | 3Ltr | 90-120cm | £31.50 | Stock: 5
